instrument_token,tradingsymbol,name,exchange,instrument_type,segment,lot_size,tick_size
1302017,697TN31-SG,""SDL TN 6.97% 2031"",NSE,EQ,NSE,1,0.05
1324289,697TN31A-SG,""SDL TN 6.97% 2031"",NSE,EQ,NSE,1,0.05
1386753,697TN31B-SG,""SDL TN 6.97% 2031"",NSE,EQ,NSE,1,0.05
1560577,697TN31C-SG,""SDL TN 6.97% 2031"",NSE,EQ,NSE,1,0.05
933633,697TN46-SG,""SDL TN 6.97% 2046"",NSE,EQ,NSE,1,0.05
1387777,697UP31-SG,""SDL UP 6.97% 2031"",NSE,EQ,NSE,1,0.05
1561345,697UP31A-SG,""SDL UP 6.97% 2031"",NSE,EQ,NSE,1,0.05
550145,697WB36-SG,""SDL WB 6.97% 2036"",NSE,EQ,NSE,1,0.05
1451009,698AP36-SG,""SDL AP 6.98% 2036"",NSE,EQ,NSE,1,0.05
546305,698AS31-SG,""SDL AS 6.98% 2031"",NSE,EQ,NSE,1,0.05
1399809,698AS31A-SG,""SDL AS 6.98% 2031"",NSE,EQ,NSE,1,0.05
1658369,698BR30-SG,""SDL BR 6.98% 2030"",NSE,EQ,NSE,1,0.05
1867777,698GA31-SG,""SDL GA 6.98% 2031"",NSE,EQ,NSE,1,0.05
7657473,698GJ30-SG,""SDL GJ 6.98% 2030"",NSE,EQ,NSE,1,0.05
1365505,698GJ31-SG,""SDL GJ 6.98% 2031"",NSE,EQ,NSE,1,0.05
7121665,698GR2054-GS,""GOI LOAN   6.98% 2054"",NSE,EQ,NSE,1,0.05
1417729,698HP32-SG,""SDL HP 6.98% 2032"",NSE,EQ,NSE,1,0.05
1338625,698HR31-SG,""SDL HR 6.98% 2031"",NSE,EQ,NSE,1,0.05
549377,698HR41-SG,""SDL HR 6.98% 2041"",NSE,EQ,NSE,1,0.05
1507841,698JK36-SG,""SDL JK 6.98% 2036"",NSE,EQ,NSE,1,0.05
5616385,698MH28-SG,""SDL MH 6.98% 2028"",NSE,EQ,NSE,1,0.05
193932033,698MH37-SG,""SDL MH 6.98% 2037"",NSE,EQ,NSE,1,0.05
5626369,698MP30-SG,""SDL MP 6.98% 2030"",NSE,EQ,NSE,1,0.05
7725057,698OR29-SG,""SDL OR 6.98% 2029"",NSE,EQ,NSE,1,0.05
194028801,698OR37-SG,""SDL OR 6.98% 2037"",NSE,EQ,NSE,1,0.05
1506561,698PN33-SG,""SDL PN 6.98% 2033"",NSE,EQ,NSE,1,0.05
788225,698PY33-SG,""SDL PY 6.98% 2033"",NSE,EQ,NSE,1,0.05
1561601,698RJ31-SG,""SDL RJ 6.98% 2031"",NSE,EQ,NSE,1,0.05
1658881,698RJ31A-SG,""SDL RJ 6.98% 2031"",NSE,EQ,NSE,1,0.05
1289473,698TN31-SG,""SDL TN 6.98% 2031"",NSE,EQ,NSE,1,0.05
1338881,698TN31A-SG,""SDL TN 6.98% 2031"",NSE,EQ,NSE,1,0.05
5667329,698TR30-SG,""SDL TR 6.98% 2030"",NSE,EQ,NSE,1,0.05
5680897,698TS28-SG,""SDL TS 6.98% 2028"",NSE,EQ,NSE,1,0.05
915713,698TS41-SG,""SDL TS 6.98% 2041"",NSE,EQ,NSE,1,0.05
1401089,698UP31-SG,""SDL UP 6.98% 2031"",NSE,EQ,NSE,1,0.05
5670145,698WB35-SG,""SDL WB 6.98% 2035"",NSE,EQ,NSE,1,0.05
1458433,698WB36-SG,""SDL WB 6.98% 2036"",NSE,EQ,NSE,1,0.05
1727745,698WB37-SG,""SDL WB 6.98% 2037"",NSE,EQ,NSE,1,0.05
5340417,699AR30-SG,""SDL AR 6.99% 2030"",NSE,EQ,NSE,1,0.05
1620481,699AS31-SG,""SDL AS 6.99% 2031"",NSE,EQ,NSE,1,0.05
5340673,699GA30-SG,""SDL GA 6.99% 2030"",NSE,EQ,NSE,1,0.05
1279489,699GA31-SG,""SDL GA 6.99% 2031"",NSE,EQ,NSE,1,0.05
1286913,699GA31A-SG,""SDL GA 6.99% 2031"",NSE,EQ,NSE,1,0.05
1365249,699GA31B-SG,""SDL GA 6.99% 2031"",NSE,EQ,NSE,1,0.05
5389569,699GJ26-SG,""SDL GJ 6.99% 2026"",NSE,EQ,NSE,1,0.05
3851777,699GS2026-GS,""GOI LOAN  6.99% 2026"",NSE,EQ,NSE,1,0.05
1714177,699GS2051-GS,""GOI LOAN  6.99% 2051"",NSE,EQ,NSE,1,0.05
1590017,699HR31-SG,""SDL HR 6.99% 2031"",NSE,EQ,NSE,1,0.05
5683201,699JH30-SG,""SDL JH 6.99% 2030"",NSE,EQ,NSE,1,0.05
530945,699JK31-SG,""SDL JK 6.99% 2031"",NSE,EQ,NSE,1,0.05
700161,699KA28-SG,""SDL KA 6.99% 2028"",NSE,EQ,NSE,1,0.05
1508097,699KL36-SG,""SDL KL 6.99% 2036"",NSE,EQ,NSE,1,0.05
2080769,699MH29-SG,""SDL MH 6.99% 2029"",NSE,EQ,NSE,1,0.05
5612033,699MN30-SG,""SDL MN 6.99% 2030"",NSE,EQ,NSE,1,0.05
1728001,699MP41-SG,""SDL MP 6.99% 2041"",NSE,EQ,NSE,1,0.05
2120705,699PY29-SG,""SDL PY 6.99% 2029"",NSE,EQ,NSE,1,0.05
576257,699RJ41-SG,""SDL RJ 6.99% 2041"",NSE,EQ,NSE,1,0.05
193879297,699SFL27-N0,"",NSE,EQ,NSE,1,0.05
7787265,699TN31-SG,""SDL TN 6.99% 2031"",NSE,EQ,NSE,1,0.05
933121,699TN41-SG,""SDL TN 6.99% 2041"",NSE,EQ,NSE,1,0.05
1508353,699TR36-SG,""SDL TR 6.99% 2036"",NSE,EQ,NSE,1,0.05
5680641,699TS28-SG,""SDL TS 6.99% 2028"",NSE,EQ,NSE,1,0.05
1728513,699TS43-SG,""SDL TS 6.99% 2043"",NSE,EQ,NSE,1,0.05
1289729,699UP31-SG,""SDL UP 6.99% 2031"",NSE,EQ,NSE,1,0.05
1324545,699UP31A-SG,""SDL UP 6.99% 2031"",NSE,EQ,NSE,1,0.05
1625601,699UP31B-SG,""SDL UP 6.99% 2031"",NSE,EQ,NSE,1,0.05
1324033,699WB30-SG,""SDL WB 6.99% 2030"",NSE,EQ,NSE,1,0.05
1400321,699WB31-SG,""SDL WB 6.99% 2031"",NSE,EQ,NSE,1,0.05
158721,699WB35-SG,""SDL WB 6.99% 2035"",NSE,EQ,NSE,1,0.05
790785,699WB36-SG,""SDL WB 6.99% 2036"",NSE,EQ,NSE,1,0.05
1509121,699WB36A-SG,""SDL WB 6.99% 2036"",NSE,EQ,NSE,1,0.05
532737,69AP32-SG,""SDL AP 6.9% 2032"",NSE,EQ,NSE,1,0.05
866561,69AP39-SG,""SDL AP 6.9% 2039"",NSE,EQ,NSE,1,0.05
5159681,69AS30-SG,""SDL AS 6.9% 2030"",NSE,EQ,NSE,1,0.05
75265,69AS30A-SG,""SDL AS 6.9% 2030"",NSE,EQ,NSE,1,0.05
5157889,69GA30-SG,""SDL GA 6.9% 2030"",NSE,EQ,NSE,1,0.05
112641,69GA30A-SG,""SDL GA 6.9% 2030"",NSE,EQ,NSE,1,0.05
784385,69GJ30-SG,""SDL GJ 6.9% 2030"",NSE,EQ,NSE,1,0.05
114177,69HP30-SG,""SDL HP 6.9% 2030"",NSE,EQ,NSE,1,0.05
868353,69JK33-SG,""SDL JK 6.9% 2033"",NSE,EQ,NSE,1,0.05
6578945,69KA27-SG,""SDL KA 6.9% 2027"",NSE,EQ,NSE,1,0.05
5159425,69KA30-SG,""SDL KA 6.9% 2030"",NSE,EQ,NSE,1,0.05
1726209,69KA31-SG,""SDL KA 6.9% 2031"",NSE,EQ,NSE,1,0.05
78337,69ML30-SG,""SDL ML 6.9% 2030"",NSE,EQ,NSE,1,0.05
5613057,69MN30-SG,""SDL MN 6.9% 2030"",NSE,EQ,NSE,1,0.05
901889,69MZ33-SG,""SDL MZ 6.9% 2033"",NSE,EQ,NSE,1,0.05
2020609,69PY28-SG,""SDL PY 6.9% 2028"",NSE,EQ,NSE,1,0.05
74497,69PY29-SG,""SDL PY 6.9% 2029"",NSE,EQ,NSE,1,0.05
1219585,69RJ32-SG,""SDL RJ 6.9% 2032"",NSE,EQ,NSE,1,0.05
1535233,69TN31-SG,""SDL TN 6.9% 2031"",NSE,EQ,NSE,1,0.05
5676033,69UK30-SG,""SDL UK 6.9% 2030"",NSE,EQ,NSE,1,0.05
79105,69UK30A-SG,""SDL UK 6.9% 2030"",NSE,EQ,NSE,1,0.05
78593,69UP30-SG,""SDL UP 6.9% 2030"",NSE,EQ,NSE,1,0.05
193980417,700AP37-SG,""SDL AP 7.00% 2037"",NSE,EQ,NSE,1,0.05
6626817,700TN29-SG,""SDL TN 7.00% 2029"",NSE,EQ,NSE,1,0.05
963073,701AP39-SG,""SDL AP 7.01% 2039"",NSE,EQ,NSE,1,0.05
193974017,701BR37-SG,""SDL BR 7.01% 2037"",NSE,EQ,NSE,1,0.05
7436033,701GJ31-SG,""SDL GJ 7.01% 2031"",NSE,EQ,NSE,1,0.05
1280513,701MH32-SG,""SDL MH 7.01% 2032"",NSE,EQ,NSE,1,0.05
1302273,701MN31-SG,""SDL MN 7.01% 2031"",NSE,EQ,NSE,1,0.05
5638913,701PY26-SG,""SDL PY 7.01% 2026"",NSE,EQ,NSE,1,0.05
7791617,701TN35-SG,""SDL TN 7.01% 2035"",NSE,EQ,NSE,1,0.05
1302785,701UP31-SG,""SDL UP 7.01% 2031"",NSE,EQ,NSE,1,0.05
5340929,702AP30-SG,""SDL AP 7.02% 2030"",NSE,EQ,NSE,1,0.05
1625857,702AP36-SG,""SDL AP 7.02% 2036"",NSE,EQ,NSE,1,0.05
1626113,702AP37-SG,""SDL AP 7.02% 2037"",NSE,EQ,NSE,1,0.05
1425665,702AP41-SG,""SDL AP 7.02% 2041"",NSE,EQ,NSE,1,0.05
5337857,702AS30-SG,""SDL AS 7.02% 2030"",NSE,EQ,NSE,1,0.05
7786753,702AS30A-SG,""SDL AS 7.02% 2030"",NSE,EQ,NSE,1,0.05
5472001,702BR30-SG,""SDL BR 7.02% 2030"",NSE,EQ,NSE,1,0.05
7602433,702GJ31A-SG,""SDL GJ 7.02% 2031"",NSE,EQ,NSE,1,0.05
7789313,702GJ33-SG,""SDL GJ 7.02% 2033"",NSE,EQ,NSE,1,0.05
6106625,702GS2027-GS,""GOI LOAN  7.02% 2027"",NSE,EQ,NSE,1,0.05
6162433,702GS2031-GS,""GOI LOAN  7.02% 2031"",NSE,EQ,NSE,1,0.05
572417,702HP36-SG,""SDL HP 7.02% 2036"",NSE,EQ,NSE,1,0.05
649985,702HR29-SG,""SDL HR 7.02% 2029"",NSE,EQ,NSE,1,0.05
1926145,702KA31-SG,""SDL KA 7.02% 2031"",NSE,EQ,NSE,1,0.05
1870081,702KA33-SG,""SDL KA 7.02% 2033"",NSE,EQ,NSE,1,0.05
649473,702KL28-SG,""SDL KL 7.02% 2028"",NSE,EQ,NSE,1,0.05
683521,702MH29-SG,""SDL MH 7.02% 2029"",NSE,EQ,NSE,1,0.05
1425921,702ML41-SG,""SDL ML 7.02% 2041"",NSE,EQ,NSE,1,0.05
7790337,702MP35-SG,""SDL MP 7.02% 2035"",NSE,EQ,NSE,1,0.05
683009,702PN28-SG,""SDL PN 7.02% 2028"",NSE,EQ,NSE,1,0.05
193725697,702RECL40-N0,"",NSE,EQ,NSE,1,0.05
6912001,702TN29-SG,""SDL TN 7.02% 2029"",NSE,EQ,NSE,1,0.05
7725313,702TN29A-SG,""SDL TN 7.02% 2029"",NSE,EQ,NSE,1,0.05
2121473,702TN30-SG,""SDL TN 7.02% 2030"",NSE,EQ,NSE,1,0.05
1928449,702TN31-SG,""SDL TN 7.02% 2031"",NSE,EQ,NSE,1,0.05
1365761,702UP31-SG,""SDL UP 7.02% 2031"",NSE,EQ,NSE,1,0.05
1289985,702WB31-SG,""SDL WB 7.02% 2031"",NSE,EQ,NSE,1,0.05
121601,703AP40-SG,""SDL AP 7.03% 2040"",NSE,EQ,NSE,1,0.05
1923073,703AS31-SG,""SDL AS 7.03% 2031"",NSE,EQ,NSE,1,0.05
6523905,703CG30-SG,""SDL CG 7.03% 2030"",NSE,EQ,NSE,1,0.05
7495937,703GJ35-SG,""SDL GJ 7.03% 2035"",NSE,EQ,NSE,1,0.05
1924865,703HP31-SG,""SDL HP 7.03% 2031"",NSE,EQ,NSE,1,0.05
7790081,703HR35-SG,""SDL HR 7.03% 2035"",NSE,EQ,NSE,1,0.05
193903361,703HR39-SG,""SDL HR 7.03% 2039"",NSE,EQ,NSE,1,0.05
5436417,703HR40-SG,""SDL HR 7.03% 2040"",NSE,EQ,NSE,1,0.05
1562625,703KA32-SG,""SDL KA 7.03% 2032"",NSE,EQ,NSE,1,0.05
7789569,703KA33-SG,""SDL KA 7.03% 2033"",NSE,EQ,NSE,1,0.05
5610241,703KL30-SG,""SDL KL 7.03% 2030"",NSE,EQ,NSE,1,0.05
193932289,703MH38-SG,""SDL MH 7.03% 2038"",NSE,EQ,NSE,1,0.05
1658625,703MN31-SG,""SDL MN 7.03% 2031"",NSE,EQ,NSE,1,0.05
573185,703MP31-SG,""SDL MP 7.03% 2031"",NSE,EQ,NSE,1,0.05
193532929,703NBFID30-N0,"",NSE,EQ,NSE,1,0.05
5631233,703NL30-SG,""SDL NL 7.03% 2030"",NSE,EQ,NSE,1,0.05
7495169,703OR31-SG,""SDL OR 7.03% 2031"",NSE,EQ,NSE,1,0.05
5639425,703PY28-SG,""SDL PY 7.03% 2028"",NSE,EQ,NSE,1,0.05
5651457,703RJ30-SG,""SDL RJ 7.03% 2030"",NSE,EQ,NSE,1,0.05
1927937,703RJ31-SG,""SDL RJ 7.03% 2031"",NSE,EQ,NSE,1,0.05
575489,703RJ36-SG,""SDL RJ 7.03% 2036"",NSE,EQ,NSE,1,0.05
6454273,703TN29-SG,""SDL TN 7.03% 2029"",NSE,EQ,NSE,1,0.05
7378945,703TN29A-SG,""SDL TN 7.03% 2029"",NSE,EQ,NSE,1,0.05
2130177,703TN30-SG,""SDL TN 7.03% 2030"",NSE,EQ,NSE,1,0.05
952065,703TN46-SG,""SDL TN 7.03% 2046"",NSE,EQ,NSE,1,0.05
952833,703TN51-SG,""SDL TN 7.03% 2051"",NSE,EQ,NSE,1,0.05
1166337,703TS51-SG,""SDL TS 7.03% 2051"",NSE,EQ,NSE,1,0.05
5654273,703UP30-SG,""SDL UP 7.03% 2030"",NSE,EQ,NSE,1,0.05
7788545,704AP33-SG,""SDL AP 7.04% 2033"",NSE,EQ,NSE,1,0.05
1527553,704AP34-SG,""SDL AP 7.04% 2034"",NSE,EQ,NSE,1,0.05
944385,704AP40-SG,""SDL AP 7.04% 2040"",NSE,EQ,NSE,1,0.05
945153,704AP41-SG,""SDL AP 7.04% 2041"",NSE,EQ,NSE,1,0.05
5211905,704GJ30-SG,""SDL GJ 7.04% 2030"",NSE,EQ,NSE,1,0.05
6995713,704GJ32-SG,""SDL GJ 7.04% 2032"",NSE,EQ,NSE,1,0.05
7080961,704GJ33-SG,""SDL GJ 7.04% 2033"",NSE,EQ,NSE,1,0.05
6123265,704GS2029-GS,""GOI LOAN  7.04% 2029"",NSE,EQ,NSE,1,0.05
7792129,704HR37-SG,""SDL HR 7.04% 2037"",NSE,EQ,NSE,1,0.05
193933057,704HR40-SG,""SDL HR 7.04% 2040"",NSE,EQ,NSE,1,0.05
3868161,704IRFC26-NL,"",NSE,EQ,NSE,1,0.05
7579393,704IRFC28-N6,"",NSE,EQ,NSE,1,0.05
946433,704JK36-SG,""SDL JK 7.04% 2036"",NSE,EQ,NSE,1,0.05
7788033,704KA32-SG,""SDL KA 7.04% 2032"",NSE,EQ,NSE,1,0.05
1417985,704KL34-SG,""SDL KL 7.04% 2034"",NSE,EQ,NSE,1,0.05
650753,704MH29-SG,""SDL MH 7.04% 2029"",NSE,EQ,NSE,1,0.05
193933313,704MH40-SG,""SDL MH 7.04% 2040"",NSE,EQ,NSE,1,0.05
5635073,704ML30-SG,""SDL ML 7.04% 2030"",NSE,EQ,NSE,1,0.05
5623041,704MP30-SG,""SDL MP 7.04% 2030"",NSE,EQ,NSE,1,0.05
5636865,704MZ30-SG,""SDL MZ 7.04% 2030"",NSE,EQ,NSE,1,0.05
548609,704MZ33-SG,""SDL MZ 7.04% 2033"",NSE,EQ,NSE,1,0.05
193503489,704NBFID35-N0,"",NSE,EQ,NSE,1,0.05
3711233,704NHAI26-NB,"",NSE,EQ,NSE,1,0.05
7581185,704REC28-N4,"",NSE,EQ,NSE,1,0.05
5644289,704RJ30-SG,""SDL RJ 7.04% 2030"",NSE,EQ,NSE,1,0.05
7788289,704RJ32-SG,""SDL RJ 7.04% 2032"",NSE,EQ,NSE,1,0.05
1223681,704RJ36-SG,""SDL RJ 7.04% 2036"",NSE,EQ,NSE,1,0.05
1999873,704TN30-SG,""SDL TN 7.04% 2030"",NSE,EQ,NSE,1,0.05
2082305,704TN30A-SG,""SDL TN 7.04% 2030"",NSE,EQ,NSE,1,0.05
7725569,704TN30B-SG,""SDL TN 7.04% 2030"",NSE,EQ,NSE,1,0.05
1872641,704TS32-SG,""SDL TS 7.04% 2032"",NSE,EQ,NSE,1,0.05
964353,704TS51-SG,""SDL TS 7.04% 2051"",NSE,EQ,NSE,1,0.05
5675521,704UK30-SG,""SDL UK 7.04% 2030"",NSE,EQ,NSE,1,0.05
5653761,704UP30-SG,""SDL UP 7.04% 2030"",NSE,EQ,NSE,1,0.05
1928705,704UP31-SG,""SDL UP 7.04% 2031"",NSE,EQ,NSE,1,0.05
80641,704WB35-SG,""SDL WB 7.04% 2035"",NSE,EQ,NSE,1,0.05
5436673,705AP31-SG,""SDL AP 7.05% 2031"",NSE,EQ,NSE,1,0.05
1414913,705AP35-SG,""SDL AP 7.05% 2035"",NSE,EQ,NSE,1,0.05
193903105,705AP39-SG,""SDL AP 7.05% 2039"",NSE,EQ,NSE,1,0.05
5318145,705AS30-SG,""SDL AS 7.05% 2030"",NSE,EQ,NSE,1,0.05
6525185,705AS31-SG,""SDL AS 7.05% 2031"",NSE,EQ,NSE,1,0.05
6358529,705GJ28-SG,""SDL GJ 7.05% 2028"",NSE,EQ,NSE,1,0.05
6958849,705GJ29-SG,""SDL GJ 7.05% 2029"",NSE,EQ,NSE,1,0.05
6940929,705GJ31-SG,""SDL GJ 7.05% 2031"",NSE,EQ,NSE,1,0.05
7437057,705GJ32-SG,""SDL GJ 7.05% 2032"",NSE,EQ,NSE,1,0.05
7495425,705GJ34-SG,""SDL GJ 7.05% 2034"",NSE,EQ,NSE,1,0.05
571649,705HP35-SG,""SDL HP 7.05% 2035"",NSE,EQ,NSE,1,0.05
193932545,705HR38-SG,""SDL HR 7.05% 2038"",NSE,EQ,NSE,1,0.05
82177,705HR40-SG,""SDL HR 7.05% 2040"",NSE,EQ,NSE,1,0.05
5682689,705JH30-SG,""SDL JH 7.05% 2030"",NSE,EQ,NSE,1,0.05
5606145,705KL30-SG,""SDL KL 7.05% 2030"",NSE,EQ,NSE,1,0.05
1533697,705KL36-SG,""SDL KL 7.05% 2036"",NSE,EQ,NSE,1,0.05
119297,705MH32-SG,""SDL MH 7.05% 2032"",NSE,EQ,NSE,1,0.05
5611521,705MN30-SG,""SDL MN 7.05% 2030"",NSE,EQ,NSE,1,0.05
7787521,705MP32-SG,""SDL MP 7.05% 2032"",NSE,EQ,NSE,1,0.05
2081281,705MZ29-SG,""SDL MZ 7.05% 2029"",NSE,EQ,NSE,1,0.05
80897,705MZ35-SG,""SDL MZ 7.05% 2035"",NSE,EQ,NSE,1,0.05
5630465,705NL30-SG,""SDL NL 7.05% 2030"",NSE,EQ,NSE,1,0.05
573953,705NL31-SG,""SDL NL 7.05% 2031"",NSE,EQ,NSE,1,0.05
7790849,705OR35-SG,""SDL OR 7.05% 2035"",NSE,EQ,NSE,1,0.05
546561,705PN31-SG,""SDL PN 7.05% 2031"",NSE,EQ,NSE,1,0.05
574721,705RJ31-SG,""SDL RJ 7.05% 2031"",NSE,EQ,NSE,1,0.05
7792385,705RJ37-SG,""SDL RJ 7.05% 2037"",NSE,EQ,NSE,1,0.05
951297,705RJ41-SG,""SDL RJ 7.05% 2041"",NSE,EQ,NSE,1,0.05
5662465,705TN26-SG,""SDL TN 7.05% 2026"",NSE,EQ,NSE,1,0.05
1414657,705TS35-SG,""SDL TS 7.05% 2035"",NSE,EQ,NSE,1,0.05
953601,705TS41-SG,""SDL TS 7.05% 2041"",NSE,EQ,NSE,1,0.05
6595841,705UK29-SG,""SDL UK 7.05% 2029"",NSE,EQ,NSE,1,0.05
1928961,705UK31-SG,""SDL UK 7.05% 2031"",NSE,EQ,NSE,1,0.05
7787777,705UK32-SG,""SDL UK 7.05% 2032"",NSE,EQ,NSE,1,0.05
5668609,705WB30-SG,""SDL WB 7.05% 2030"",NSE,EQ,NSE,1,0.05
579841,705WB31-SG,""SDL WB 7.05% 2031"",NSE,EQ,NSE,1,0.05
1536257,705WB36-SG,""SDL WB 7.05% 2036"",NSE,EQ,NSE,1,0.05
1873665,705WB36A-SG,""SDL WB 7.05% 2036"",NSE,EQ,NSE,1,0.05
5308673,706AP30-SG,""SDL AP 7.06% 2030"",NSE,EQ,NSE,1,0.05
701441,706CG29-SG,""SDL CG 7.06% 2029"",NSE,EQ,NSE,1,0.05
6358785,706GJ29-SG,""SDL GJ 7.06% 2029"",NSE,EQ,NSE,1,0.05
7678721,706GJ30-SG,""SDL GJ 7.06% 2030"",NSE,EQ,NSE,1,0.05
2096385,706GJ32-SG,""SDL GJ 7.06% 2032"",NSE,EQ,NSE,1,0.05
7438593,706GJ34-SG,""SDL GJ 7.06% 2034"",NSE,EQ,NSE,1,0.05
3832321,706GS2028-GS,""GOI LOAN  7.06% 2028"",NSE,EQ,NSE,1,0.05
1839105,706GS2046-GS,""GOI LOAN 7.06% 2046"",NSE,EQ,NSE,1,0.05
1659905,706JK33-SG,""SDL JK 7.06% 2033"",NSE,EQ,NSE,1,0.05
1226241,706KL38-SG,""SDL KL 7.06% 2038"",NSE,EQ,NSE,1,0.05
1419521,706KL39-SG,""SDL KL 7.06% 2039"",NSE,EQ,NSE,1,0.05
1227009,706KL41-SG,""SDL KL 7.06% 2041"",NSE,EQ,NSE,1,0.05
7796225,706KL55-SG,""SDL KL 7.06% 2055"",NSE,EQ,NSE,1,0.05
1533953,706MZ34-SG,""SDL MZ 7.06% 2034"",NSE,EQ,NSE,1,0.05
7602689,706OR31A-SG,""SDL OR 7.06% 2031"",NSE,EQ,NSE,1,0.05
193939201,706RECL35-N0,"",NSE,EQ,NSE,1,0.05
7791105,706RJ35-SG,""SDL RJ 7.06% 2035"",NSE,EQ,NSE,1,0.05
6401537,706TN29-SG,""SDL TN 7.06% 2029"",NSE,EQ,NSE,1,0.05
6426881,706TN29A-SG,""SDL TN 7.06% 2029"",NSE,EQ,NSE,1,0.05
1226753,706TS41-SG,""SDL TS 7.06% 2041"",NSE,EQ,NSE,1,0.05
5674497,706UK30-SG,""SDL UK 7.06% 2030"",NSE,EQ,NSE,1,0.05
6912257,706UK30A-SG,""SDL UK 7.06% 2030"",NSE,EQ,NSE,1,0.05
1224193,706WB36-SG,""SDL WB 7.06% 2036"",NSE,EQ,NSE,1,0.05
7551489,707AP34-SG,""SDL AP 7.07% 2034"",NSE,EQ,NSE,1,0.05
7785473,707AP36-SG,""SDL AP 7.07% 2036"",NSE,EQ,NSE,1,0.05
580097,707AS31-SG,""SDL AS 7.07% 2031"",NSE,EQ,NSE,1,0.05
609537,707GJ31-SG,""SDL GJ 7.07% 2031"",NSE,EQ,NSE,1,0.05
7569409,707GJ32-SG,""SDL GJ 7.07% 2032"",NSE,EQ,NSE,1,0.05
7551745,707GJ34-SG,""SDL GJ 7.07% 2034"",NSE,EQ,NSE,1,0.05
1224705,707HR37-SG,""SDL HR 7.07% 2037"",NSE,EQ,NSE,1,0.05
3000833,707IRFC25-NF,"",NSE,EQ,NSE,1,0.05
5323777,707JK30-SG,""SDL JK 7.07% 2030"",NSE,EQ,NSE,1,0.05
6959105,707KA29-SG,""SDL KA 7.07% 2029"",NSE,EQ,NSE,1,0.05
193716993,707LICH30-N0,"",NSE,EQ,NSE,1,0.05
6525697,707MH32-SG,""SDL MH 7.07% 2032"",NSE,EQ,NSE,1,0.05
117761,707MP32-SG,""SDL MP 7.07% 2032"",NSE,EQ,NSE,1,0.05
963329,707RJ46-SG,""SDL RJ 7.07% 2046"",NSE,EQ,NSE,1,0.05
1873409,707TN38-SG,""SDL TN 7.07% 2038"",NSE,EQ,NSE,1,0.05
193975041,707TN55-SG,""SDL TN 7.07% 2055"",NSE,EQ,NSE,1,0.05
7795713,707TS52-SG,""SDL TS 7.07% 2052"",NSE,EQ,NSE,1,0.05
7795969,707TS55-SG,""SDL TS 7.07% 2055"",NSE,EQ,NSE,1,0.05
194029057,707WB37-SG,""SDL WB 7.07% 2037"",NSE,EQ,NSE,1,0.05
1660161,708AP35-SG,""SDL AP 7.08% 2035"",NSE,EQ,NSE,1,0.05
7557121,708AP35A-SG,""SDL AP 7.08% 2035"",NSE,EQ,NSE,1,0.05
7791873,708AP37-SG,""SDL AP 7.08% 2037"",NSE,EQ,NSE,1,0.05
1660673,708AP40-SG,""SDL AP 7.08% 2040"",NSE,EQ,NSE,1,0.05
193903873,708AP40A-SG,""SDL AP 7.08% 2040"",NSE,EQ,NSE,1,0.05
609281,708CG29-SG,""SDL CG 7.08% 2029"",NSE,EQ,NSE,1,0.05
5672705,708CG30-SG,""SDL CG 7.08% 2030"",NSE,EQ,NSE,1,0.05
683777,708GJ31-SG,""SDL GJ 7.08% 2031"",NSE,EQ,NSE,1,0.05
6941185,708GJ33-SG,""SDL GJ 7.08% 2033"",NSE,EQ,NSE,1,0.05
7605249,708GJ33B-SG,""SDL GJ 7.08% 2033"",NSE,EQ,NSE,1,0.05
7569665,708GJ34-SG,""SDL GJ 7.08% 2034"",NSE,EQ,NSE,1,0.05
6612481,708HP34-SG,""SDL HP 7.08% 2034"",NSE,EQ,NSE,1,0.05
7792641,708HR39-SG,""SDL HR 7.08% 2039"",NSE,EQ,NSE,1,0.05
193806849,708IIFCL35-N0,"",NSE,EQ,NSE,1,0.05
193880321,708JCL28-N0,"",NSE,EQ,NSE,1,0.05
1419265,708JK36-SG,""SDL JK 7.08% 2036"",NSE,EQ,NSE,1,0.05
7088129,708JK46-SG,""SDL JK 7.08% 2046"",NSE,EQ,NSE,1,0.05
193933825,708JK46A-SG,""SDL JK 7.08% 2046"",NSE,EQ,NSE,1,0.05
7501057,708JK55-SG,""SDL JK 7.08% 2055"",NSE,EQ,NSE,1,0.05
5324033,708KA31-SG,""SDL KA 7.08% 2031"",NSE,EQ,NSE,1,0.05
7570433,708KA31A-SG,""SDL KA 7.08% 2031"",NSE,EQ,NSE,1,0.05
119809,708KA34-SG,""SDL KA 7.08% 2034"",NSE,EQ,NSE,1,0.05
1590273,708KA34A-SG,""SDL KA 7.08% 2034"",NSE,EQ,NSE,1,0.05
6612737,708KA34B-SG,""SDL KA 7.08% 2034"",NSE,EQ,NSE,1,0.05
6950657,708KL31-SG,""SDL KL 7.08% 2031"",NSE,EQ,NSE,1,0.05
7793409,708KL40-SG,""SDL KL 7.08% 2040"",NSE,EQ,NSE,1,0.05
610049,708MH31-SG,""SDL MH 7.08% 2031"",NSE,EQ,NSE,1,0.05
193932801,708MH39-SG,""SDL MH 7.08% 2039"",NSE,EQ,NSE,1,0.05
2137857,708MP29-SG,""SDL MP 7.08% 2029"",NSE,EQ,NSE,1,0.05
193903617,708MZ39-SG,""SDL MZ 7.08% 2039"",NSE,EQ,NSE,1,0.05
6631681,708PGC34-N0,"",NSE,EQ,NSE,1,0.05
